Date,Region,Division,Location,Unit ID,Service Line,Room Type,Market Rate,Current Rate,Occupancy Status,Days Vacant,Attribute (A/B/C),Square Footage,Last Renovated,Floor Number,Notes
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-001,IL,Studio,3704,3609,Occupied,0,A,550,01/01/2022,1,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-002,IL,Studio,3425,3212,Occupied,0,B,550,01/01/2015,2,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-003,IL,Studio,3446,3255,Occupied,0,B,550,01/01/2018,1,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-004,IL,Studio,3370,3209,Occupied,0,A,550,01/01/2018,1,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-005,IL,Studio,3432,3414,Occupied,0,B,550,01/01/2022,3,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-006,IL,Studio,3540,3275,Occupied,0,B,550,01/01/2020,1,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-007,IL,Studio,3620,3450,Occupied,0,B,550,01/01/2017,1,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-008,IL,Studio,3458,3438,Occupied,0,B,550,01/01/2022,1,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-009,IL,Studio,3490,3458,Occupied,0,A,550,01/01/2021,1,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-010,IL,Studio,3498,3234,Occupied,0,A,550,01/01/2016,1,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-011,IL,Studio,3539,3399,Occupied,0,A,550,01/01/2017,3,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-012,IL,Studio,3371,3295,Occupied,0,A,550,01/01/2016,1,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-013,IL,Studio,3421,3306,Occupied,0,B,550,01/01/2020,2,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-014,IL,1 Bedroom,3848,3674,Occupied,0,A,750,01/01/2018,2,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-015,IL,1 Bedroom,4299,4091,Occupied,0,A,750,01/01/2017,1,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-016,IL,1 Bedroom,4024,3719,Occupied,0,B,750,01/01/2022,2,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-017,IL,1 Bedroom,3881,3722,Occupied,0,A,750,01/01/2021,1,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-018,IL,1 Bedroom,4293,4117,Occupied,0,A,750,01/01/2017,1,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-019,IL,1 Bedroom,3875,3689,Occupied,0,A,750,01/01/2021,3,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-020,IL,1 Bedroom,3927,3678,Occupied,0,A,750,01/01/2016,2,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-021,IL,1 Bedroom,3764,3467,Occupied,0,A,750,01/01/2021,3,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-022,IL,1 Bedroom,4016,3941,Occupied,0,B,750,01/01/2020,2,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-023,IL,1 Bedroom,3973,3705,Occupied,0,A,750,01/01/2022,1,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-024,IL,1 Bedroom,4086,3789,Occupied,0,B,750,01/01/2018,2,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-025,IL,1 Bedroom,3974,3775,Occupied,0,A,750,01/01/2018,3,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-026,IL,1 Bedroom,3870,3657,Occupied,0,A,750,01/01/2017,2,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-027,IL,2 Bedroom,4488,4400,Occupied,0,A,950,01/01/2018,3,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-028,IL,2 Bedroom,4365,4174,Occupied,0,B,950,01/01/2022,3,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-029,IL,2 Bedroom,4664,4623,Occupied,0,A,950,01/01/2015,1,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-030,IL,2 Bedroom,4393,4325,Occupied,0,B,950,01/01/2015,1,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-031,IL,2 Bedroom,4841,4726,Occupied,0,A,950,01/01/2017,1,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-032,IL,2 Bedroom,4871,4736,Occupied,0,A,950,01/01/2019,3,
