Date,Region,Division,Location,Unit ID,Service Line,Room Type,Market Rate,Current Rate,Occupancy Status,Days Vacant,Attribute (A/B/C),Square Footage,Last Renovated,Floor Number,Notes
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-001,IL,Studio,3457,3364,Occupied,0,B,550,01/01/2017,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-002,IL,Studio,3626,3491,Occupied,0,A,550,01/01/2017,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-003,IL,Studio,3426,3344,Occupied,0,A,550,01/01/2017,2,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-004,IL,Studio,3537,3325,Occupied,0,A,550,01/01/2019,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-005,IL,Studio,3709,3668,Occupied,0,A,550,01/01/2019,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-006,IL,Studio,3605,3451,Occupied,0,B,550,01/01/2018,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-007,IL,Studio,3283,3021,Occupied,0,A,550,01/01/2021,2,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-008,IL,Studio,3458,3418,Occupied,0,A,550,01/01/2016,2,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-009,IL,Studio,3556,3367,Occupied,0,B,550,01/01/2017,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-010,IL,Studio,3303,3092,Occupied,0,B,550,01/01/2020,2,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-011,IL,Studio,3517,3261,Occupied,0,A,550,01/01/2022,2,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-012,IL,Studio,3553,3412,Occupied,0,A,550,01/01/2021,2,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-013,IL,Studio,3492,3229,Occupied,0,A,550,01/01/2017,2,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-014,IL,1 Bedroom,4073,0,Vacant,45,A,750,01/01/2022,1,Ready for immediate occupancy
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-015,IL,1 Bedroom,3786,3765,Occupied,0,B,750,01/01/2018,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-016,IL,1 Bedroom,4078,4028,Occupied,0,A,750,01/01/2018,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-017,IL,1 Bedroom,4085,4067,Occupied,0,A,750,01/01/2018,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-018,IL,1 Bedroom,4094,0,Vacant,24,A,750,01/01/2019,1,Ready for immediate occupancy
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-019,IL,1 Bedroom,3936,3768,Occupied,0,A,750,01/01/2020,3,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-020,IL,1 Bedroom,3758,3495,Occupied,0,A,750,01/01/2018,2,
