Date,Region,Division,Location,Unit ID,Service Line,Room Type,Market Rate,Current Rate,Occupancy Status,Days Vacant,Attribute (A/B/C),Square Footage,Last Renovated,Floor Number,Notes
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-001,IL,Studio,3471,3322,Occupied,0,A,550,01/01/2021,2,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-002,IL,Studio,3418,3160,Occupied,0,A,550,01/01/2016,2,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-003,IL,Studio,3273,3160,Occupied,0,A,550,01/01/2019,2,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-004,IL,Studio,3415,3203,Occupied,0,A,550,01/01/2017,3,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-005,IL,Studio,3577,3461,Occupied,0,B,550,01/01/2018,3,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-006,IL,Studio,3574,3320,Occupied,0,A,550,01/01/2019,3,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-007,IL,Studio,3420,3196,Occupied,0,A,550,01/01/2021,1,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-008,IL,Studio,3661,3553,Occupied,0,A,550,01/01/2021,3,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-009,IL,Studio,3733,3649,Occupied,0,A,550,01/01/2019,2,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-010,IL,Studio,3358,3131,Occupied,0,A,550,01/01/2020,2,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-011,IL,Studio,3624,3556,Occupied,0,B,550,01/01/2016,3,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-012,IL,Studio,3491,3344,Occupied,0,B,550,01/01/2021,1,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-013,IL,Studio,3358,3153,Occupied,0,A,550,01/01/2015,3,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-014,IL,1 Bedroom,3853,3807,Occupied,0,A,750,01/01/2021,1,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-015,IL,1 Bedroom,3962,3674,Occupied,0,A,750,01/01/2017,1,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-016,IL,1 Bedroom,3763,0,Vacant,19,A,750,01/01/2015,3,Ready for immediate occupancy
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-017,IL,1 Bedroom,3838,3682,Occupied,0,A,750,01/01/2021,1,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-018,IL,1 Bedroom,3887,3752,Occupied,0,A,750,01/01/2022,1,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-019,IL,1 Bedroom,3889,3717,Occupied,0,B,750,01/01/2018,3,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-020,IL,1 Bedroom,3850,3808,Occupied,0,A,750,01/01/2022,3,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-021,IL,1 Bedroom,4005,3911,Occupied,0,A,750,01/01/2017,3,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-022,IL,1 Bedroom,4311,4060,Occupied,0,A,750,01/01/2018,3,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-023,IL,1 Bedroom,4106,3789,Occupied,0,B,750,01/01/2021,3,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-024,IL,1 Bedroom,3951,3788,Occupied,0,A,750,01/01/2017,3,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-025,IL,1 Bedroom,3841,3543,Occupied,0,A,750,01/01/2016,2,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-026,IL,1 Bedroom,4251,4189,Occupied,0,A,750,01/01/2021,1,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-027,IL,2 Bedroom,4490,4219,Occupied,0,B,950,01/01/2016,3,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-028,IL,2 Bedroom,4505,4367,Occupied,0,A,950,01/01/2016,1,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-029,IL,2 Bedroom,4339,0,Vacant,31,A,950,01/01/2020,2,Ready for immediate occupancy
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-030,IL,2 Bedroom,4433,4214,Occupied,0,B,950,01/01/2022,3,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-031,IL,2 Bedroom,4687,4541,Occupied,0,A,950,01/01/2017,3,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-032,IL,2 Bedroom,4551,4223,Occupied,0,A,950,01/01/2021,3,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-033,IL,2 Bedroom,4465,4148,Occupied,0,A,950,01/01/2018,3,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-034,IL,2 Bedroom,4637,4620,Occupied,0,B,950,01/01/2020,1,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-035,IL,2 Bedroom,4453,4181,Occupied,0,A,950,01/01/2020,3,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-036,IL,2 Bedroom,4632,4325,Occupied,0,A,950,01/01/2019,2,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-037,IL,2 Bedroom,4850,4761,Occupied,0,B,950,01/01/2016,3,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-038,IL,2 Bedroom,4538,4467,Occupied,0,A,950,01/01/2015,1,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-039,IL,2 Bedroom,4350,4311,Occupied,0,A,950,01/01/2016,3,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-040,IL,2 Bedroom,4403,4060,Occupied,0,A,950,01/01/2021,3,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL-041,AL,Studio,4456,4352,Occupied,0,B,550,01/01/2018,1,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL-042,AL,Studio,4551,4472,Occupied,0,B,550,01/01/2020,2,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL-043,AL,Studio,4444,0,Vacant,22,B,550,01/01/2021,3,Ready for immediate occupancy
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL-044,AL,Studio,4598,4437,Occupied,0,B,550,01/01/2018,1,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL-045,AL,Studio,4531,4173,Occupied,0,A,550,01/01/2022,3,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL-046,AL,Studio,4628,4615,Occupied,0,B,550,01/01/2022,1,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL-047,AL,Studio,4464,4273,Occupied,0,B,550,01/01/2022,2,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL-048,AL,Studio,4302,0,Vacant,29,B,550,01/01/2018,1,Ready for immediate occupancy
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL-049,AL,Studio,4240,4030,Occupied,0,A,550,01/01/2021,1,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL-050,AL,Studio,4557,4337,Occupied,0,B,550,01/01/2019,2,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL-051,AL,Studio,4411,4332,Occupied,0,B,550,01/01/2019,2,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL-052,AL,Companion Suite,4697,4579,Occupied,0,B,650,01/01/2019,3,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL-053,AL,Companion Suite,4234,3905,Occupied,0,A,650,01/01/2017,3,
01/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-AL-054,AL,Companion Suite,4538,4366,Occupied,0,A,650,01/01/2016,3,
