Date,Region,Division,Location,Unit ID,Service Line,Room Type,Market Rate,Current Rate,Occupancy Status,Days Vacant,Attribute (A/B/C),Square Footage,Last Renovated,Floor Number,Notes
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-001,IL,Studio,3381,3306,Occupied,0,A,550,01/01/2015,2,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-002,IL,Studio,3719,3702,Occupied,0,A,550,01/01/2017,2,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-003,IL,Studio,3314,0,Vacant,51,A,550,01/01/2020,2,Ready for immediate occupancy
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-004,IL,Studio,3456,3244,Occupied,0,A,550,01/01/2018,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-005,IL,Studio,3273,3059,Occupied,0,A,550,01/01/2020,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-006,IL,Studio,3600,3447,Occupied,0,A,550,01/01/2020,1,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-007,IL,Studio,3487,3434,Occupied,0,A,550,01/01/2021,2,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-008,IL,Studio,3274,3114,Occupied,0,B,550,01/01/2019,2,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-009,IL,Studio,3314,0,Vacant,59,A,550,01/01/2015,3,Ready for immediate occupancy
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-010,IL,Studio,3522,3383,Occupied,0,B,550,01/01/2022,2,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-011,IL,Studio,3391,3232,Occupied,0,A,550,01/01/2019,2,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-012,IL,Studio,3672,3425,Occupied,0,B,550,01/01/2015,2,
10/01/2024,North,Northeast,Sunrise Valley Senior Living,SUNRISE-IL-013,IL,Studio,3749,3722,Occupied,0,B,550,01/01/2021,3,
